id	emotion
34896_0046_A_385	0.0006113239214755595,0.0012114662677049637,0.04351639747619629,0.0007953450549393892,0.003164375899359584,0.0008683904306963086
34896_0046_A_386	0.0005734299193136394,0.001108908443711698,0.025479838252067566,0.0008622434106655419,0.0026087285950779915,0.0007443631184287369
34896_0047_A_387	0.00953280832618475,0.0028849677182734013,0.00031789945205673575,8.790518768364564e-05,0.0004494423628784716,0.00013093874440528452
34896_0047_A_388	0.007173527032136917,0.002202311996370554,0.00025561475194990635,8.223615441238508e-05,0.0004399176104925573,0.0001627035380806774
34896_0047_A_389	0.014240287244319916,0.0031583765521645546,0.0003083815972786397,8.413618343183771e-05,0.0004816475557163358,0.0001404520880896598
34896_0047_A_390	0.00018345606804359704,7.056257891235873e-05,0.000611645809840411,0.00019896042067557573,0.00011995278327958658,0.00032617899705655873
34896_0047_A_391	0.00016837206203490496,7.407717930618674e-05,0.0005148672498762608,0.00018839379481505603,9.329302702099085e-05,0.0002524202864151448
34896_0047_A_392	0.00119570002425462,0.00010673490760382265,0.0001945012336364016,0.00040692422771826386,0.0001049275670084171,0.0002604509354569018
34896_0047_A_393	0.000667816202621907,9.497736755292863e-05,0.00013776884588878602,0.00028484786162152886,9.881846199277788e-05,0.0005206949426792562
34896_0047_A_394	0.0009110847604461014,0.00013207219308242202,0.00012790897744707763,0.00031797526753507555,7.741285662632436e-05,0.0005542622529901564
34896_0047_A_395	0.021808020770549774,0.0013954443857073784,0.00035529679735191166,0.00020256490097381175,0.0009987434605136514,0.024844536557793617
34896_0047_A_396	0.03316933289170265,0.0016844258643686771,0.0003840919816866517,0.00017324085638392717,0.0009816264500841498,0.026853859424591064
34896_0047_A_397	0.008287135511636734,0.007088515441864729,0.0005754526937380433,0.000556024897377938,0.0014850839506834745,0.005021397490054369
34896_0047_A_398	0.00042694370495155454,0.0005259779281914234,0.0006622186047025025,0.0012442492879927158,0.0019584877882152796,0.3278423845767975
34896_0047_A_399	0.00041950299055315554,0.00017659386503510177,0.00025000798632390797,0.0028432973194867373,6.753121851943433e-05,0.00014239967276807874
34896_0047_A_400	0.0002873449702747166,0.0001796089782146737,0.00022023532073944807,0.0020958133973181248,5.646335193887353e-05,0.00018443152657710016
34896_0047_A_401	0.00022495939629152417,0.014532042667269707,0.00011222820467082784,0.00039465553709305823,0.0003308957093395293,0.0026588065084069967
34896_0047_A_402	0.00018603794160299003,6.902696623001248e-05,0.001915407832711935,6.457727431552485e-05,0.00020318069437053055,0.003175280522555113
34896_0047_A_403	0.0001581836841069162,5.888733721803874e-05,0.0012863022275269032,5.464441346703097e-05,0.00020044026314280927,0.003888417035341263
34896_0047_A_404	0.00024850459885783494,0.0007111576851457357,0.000564751448109746,2.6074500055983663e-05,0.001095690531656146,0.002381084021180868
34896_0047_A_405	0.04420506954193115,0.0021067699417471886,0.00029499162337742746,0.0002887672744691372,0.00031090344418771565,0.00030410816543735564
34896_0047_A_406	0.0005042043048888445,0.00010544658289290965,5.3859468607697636e-05,0.0006416773539967835,0.00027454691007733345,0.0007882353966124356
34896_0047_A_407	0.0003610654384829104,0.00010040290362667292,0.00023444641556125134,4.8366127884946764e-05,0.00020291814871598035,0.0007288662600331008
34896_0047_A_408	0.011849528178572655,0.0005141799338161945,2.5077977625187486e-05,0.00016630112077109516,0.00012718925427179784,0.0011661971220746636
34896_0047_A_409	0.0017270790413022041,0.001103079877793789,0.003589313244447112,0.0031109622213989496,0.00045219308231025934,0.012543903663754463
34896_0047_A_410	0.002582938177511096,0.008145404979586601,0.0001266843464691192,0.0002531968057155609,0.0007020431803539395,0.0013297725236043334
34896_0047_A_411	0.0022939022164791822,0.006520485505461693,0.00011061980330850929,0.00024520480656065047,0.0007596900686621666,0.0009973496198654175
34896_0047_A_412	0.004577897489070892,0.0004900949425064027,5.4437874496215954e-05,0.00023002817761152983,0.0012244287645444274,0.0013661690754815936
34896_0047_A_413	0.0006466220365837216,0.0015787847805768251,0.014713006094098091,0.0004550079465843737,0.0007664370350539684,0.0017967314925044775
34896_0047_A_414	5.24090719409287e-05,0.00024242345534730703,0.000893354881554842,8.31836077850312e-05,0.0003975214494857937,0.002670327667146921
34896_0047_A_415	0.00026676716515794396,0.00031332403887063265,0.0003091595135629177,9.542930638417602e-05,0.0002587450435385108,0.015555178746581078
34896_0047_A_416	0.00014123821165412664,0.00013484235387295485,0.002371129347011447,0.0004026710521429777,0.00031591401784680784,0.00031028297962620854
34896_0047_A_417	0.0020852223969995975,0.00023382171639241278,0.0002220143796876073,0.000622230872977525,0.0008394508622586727,0.005463398527354002
34896_0047_A_418	0.00010767104686237872,0.00022965227253735065,0.001043819123879075,0.00018272973829880357,0.0015042906161397696,0.0011509951436892152
34896_0047_A_419	0.0003197195183020085,0.0005656831199303269,6.970919639570639e-05,0.000268862844677642,0.00021933284006081522,0.0005116953398101032
34896_0047_A_420	0.00048821064410731196,5.045400757808238e-05,0.0004446909297257662,0.00025992741575464606,0.000156091817189008,0.00037856685230508447
34896_0048_A_421	0.001194943324662745,0.0004952714079990983,0.0003797715762630105,0.00013446788943838328,0.0025880378670990467,0.00011646078201010823
34896_0048_A_422	0.001052717911079526,0.0005422600079327822,0.00038322637556120753,0.00011890534369740635,0.0029086931608617306,0.0001267560146516189
34896_0048_A_423	0.05193955451250076,1.2531529664993286,0.004846499301493168,0.004473371431231499,0.008949460461735725,0.0074846805073320866
34896_0049_A_425	0.00241563911549747,0.0005031232140026987,0.00031715852674096823,0.00014012912288308144,0.00011403048847569153,0.007254851516336203
34896_0049_A_426	0.0014974965015426278,0.00045610606321133673,0.0002594234829302877,0.00011637840361800045,0.00010963304521283135,0.010278651490807533
34896_0049_A_427	0.04861556738615036,0.13603657484054565,0.02890137769281864,0.002059567952528596,0.011708279140293598,0.025731883943080902
34896_0049_A_428	0.05267796665430069,0.11122691631317139,0.01840890198945999,0.0017586711328476667,0.010842222720384598,0.02317456342279911
34896_0049_A_429	0.0014319602632895112,0.06345072388648987,0.0005582273006439209,0.0006957316072657704,9.776907245395705e-05,0.0016170203452929854
34896_0049_A_430	0.013555064797401428,0.03816559165716171,0.0067335739731788635,0.008291948586702347,0.331831157207489,0.19161611795425415
34896_0049_A_431	0.01585463061928749,0.03429679945111275,0.00742189958691597,0.008100507780909538,0.40059810876846313,0.20224758982658386
34896_0049_A_432	3.497058423818089e-05,0.0002242380433017388,0.001140202977694571,0.0007318341522477567,0.00022332003572955728,0.0011928959283977747
34896_0049_A_433	3.448787174420431e-05,0.00015997969603631645,0.0007758612628094852,0.0005998293054290116,0.00018515423289500177,0.0013802892062813044
34896_0049_A_434	0.00043791456846520305,0.00035159752587787807,0.0007555964402854443,0.00020935380598530173,0.00031025902717374265,0.04232221469283104
34896_0049_A_435	0.0004378827870823443,0.0003667835844680667,0.0010374519042670727,0.00029459974030032754,0.00023707342916168272,0.04981091618537903
34896_0049_A_436	0.0040390887297689915,0.00020263195619918406,6.143987411633134e-05,5.901478652958758e-05,0.00010091820149682462,0.0041863517835736275
34896_0049_A_437	0.002473704516887665,0.00018187267414759845,6.405726890079677e-05,5.7672477851156145e-05,0.0001067837729351595,0.004652404226362705
34896_0049_A_438	0.9317368268966675,0.018783047795295715,0.003973702434450388,0.007657616399228573,0.07299316674470901,0.41730475425720215
34896_0051_A_441	0.06536008417606354,0.0019831936806440353,0.0019436185248196125,0.00027112255338579416,0.003953146748244762,0.008944101631641388
34896_0051_A_442	0.07324209064245224,0.0024567663203924894,0.0023298989981412888,0.0002943958970718086,0.004603815730661154,0.010517459362745285
34896_0051_A_443	0.006724808365106583,0.0017138165421783924,0.0001482322986703366,9.087688522413373e-05,0.0006325381109490991,0.0007866257801651955
34896_0051_A_444	0.00019208143930882215,0.00012281823728699237,0.0038925111293792725,4.33310960943345e-05,0.0006884859758429229,0.00023732631234452128
34896_0051_A_445	0.006391771137714386,0.0015213810838758945,0.001511832233518362,0.0013832126278430223,0.0006750018801540136,0.0023528640158474445
34896_0051_A_446	7.614986679982394e-05,0.00013109654537402093,0.0024171832483261824,0.000561751367058605,0.00040722929406911135,0.00011391234875191003
34896_0051_A_447	0.00010973773896694183,5.534113370231353e-05,0.0005626600468531251,6.773327913833782e-05,0.0004132392641622573,0.0016246901359409094
34896_0051_A_448	0.00015233398880809546,9.667394624557346e-05,0.0006638566264882684,8.887403237167746e-05,0.0005138740525580943,0.0020984304137527943
34896_0051_A_449	0.00028817725251428783,0.00023878527281340212,0.21306230127811432,0.0025632381439208984,0.021757639944553375,0.080936960875988
34896_0051_A_450	0.0049461741000413895,0.003517963457852602,0.004296122584491968,0.0066264308989048,0.24962380528450012,0.0009659520001150668
34896_0051_A_451	0.00012170293484814465,0.00018096165149472654,0.06792588531970978,0.011470634490251541,0.0008579841814935207,0.049092501401901245
34896_0051_A_452	0.00032249398645944893,0.00026424191310070455,0.0006270820740610361,0.0038147419691085815,0.007143567781895399,0.0018830702174454927
34896_0051_A_453	0.0003420861903578043,0.0003074865962844342,0.0007605139981023967,0.00487238634377718,0.009744576178491116,0.0023149815388023853
34896_0051_A_455	0.0007924074889160693,0.0011640861630439758,0.001048924634233117,0.0007525997352786362,0.0005455453647300601,0.06267649680376053
34896_0051_A_457	0.02463481016457081,0.0016945934621617198,0.015331299975514412,0.012457162141799927,0.2603020668029785,0.023595068603754044
34896_0051_A_458	0.02061956375837326,0.0020116621162742376,0.025395900011062622,0.02375250868499279,0.36707746982574463,0.031806714832782745
34896_0051_A_459	0.0033990908414125443,0.012217501178383827,0.019076768308877945,0.004029368050396442,0.2403353452682495,0.014275149442255497
34896_0051_A_460	0.003782442305237055,0.015467338263988495,0.013795426115393639,0.0026568740140646696,0.17694295942783356,0.00971873477101326
34896_0051_A_461	0.005388857796788216,0.012833278626203537,0.00011615952826105058,0.000304749992210418,0.0006062923348508775,0.00012665221584029496
34896_0051_A_462	0.006171277724206448,0.0146363265812397,0.00012374854122754186,0.000269526441115886,0.0006601886125281453,0.0001305747719015926
34896_0051_A_463	0.0049520218744874,0.014785030856728554,0.00011906509462278336,0.0001949917059391737,0.00038715609116479754,9.373830107506365e-05
34896_0051_A_464	0.0016628149896860123,0.043696433305740356,0.08850225061178207,0.0059305839240550995,0.03402088209986687,0.011447401717305183
34896_0051_A_465	0.00027280853828415275,0.00018490789807401597,0.00016937342297751456,0.00029561141855083406,0.0003744004061445594,0.0053673856891691685
34896_0051_A_466	0.0008244794444181025,0.0023638557177037,0.1812952160835266,0.02986753173172474,0.043364111334085464,0.014835283160209656
34896_0051_A_467	0.0006444081664085388,0.002247957978397608,0.1790737807750702,0.028626181185245514,0.0479317381978035,0.014958586543798447
34896_0051_A_468	0.00307189067825675,0.0029951916076242924,0.00048293426516465843,0.0037385374307632446,0.0350206196308136,0.002125880680978298
34896_0051_A_469	0.0037747295573353767,0.003841994795948267,0.0006043801549822092,0.006413678638637066,0.0669926255941391,0.004783212207257748
34896_0051_A_470	0.005997560452669859,0.004382680635899305,0.0004892904544249177,0.004576483275741339,0.034521255642175674,0.0029606090392917395
34896_0051_A_471	0.011870527639985085,0.00032283918699249625,0.00015455418906640261,4.9852947995532304e-05,0.0001685164897935465,0.00015652019646950066
34896_0051_A_472	0.00037985382368788123,0.00017439801013097167,0.0012383123394101858,0.0004329323419369757,0.0008460941025987267,0.011929250322282314
34896_0051_A_473	0.0004561173263937235,0.00025484419893473387,0.0018766408320516348,0.000618118850979954,0.0012053544633090496,0.020136922597885132
34896_0051_A_474	0.00048427755245938897,0.00024151685647666454,0.0014145267195999622,0.0005386537523008883,0.0008352945442311466,0.017506830394268036
34896_0051_A_475	0.00012029231584165245,0.00015415041707456112,0.0012831903295591474,0.00012577898451127112,0.0008192873792722821,0.0025647797156125307
34896_0051_A_476	0.0017473972402513027,0.009085643105208874,0.0021544145420193672,0.0013953052693977952,0.06209782138466835,0.02221929281949997
34896_0051_A_477	0.003614321816712618,0.01334647461771965,0.0028069380205124617,0.0038824311923235655,0.09321718662977219,0.046794939786195755
34896_0051_A_478	0.0006310032913461328,0.0009014974348247051,0.002951312344521284,0.0013853192795068026,0.007998968474566936,0.0008275966392830014
34896_0052_A_479	0.0005303921643644571,0.00019316060934215784,0.0005761785432696342,6.315366772469133e-05,0.001941066817380488,0.0011870572343468666
34896_0052_A_480	0.00039453967474400997,0.00018020410789176822,0.0005279782926663756,5.13026061526034e-05,0.001831625821068883,0.0009424976306036115
34896_0052_A_481	0.0004278002888895571,0.00017589787603355944,0.0005570410867221653,5.7124059821944684e-05,0.0018703725654631853,0.0010366856586188078
34896_0052_A_482	0.0004661007842514664,0.00022968929260969162,0.0006730925524607301,3.680118970805779e-05,0.001933166990056634,0.0009033463429659605
34896_0052_A_483	0.00414313655346632,0.001059307949617505,0.0032725990749895573,9.298942313762382e-05,0.0010699271224439144,0.009107057005167007
34896_0053_A_484	0.0020428355783224106,0.00022406663629226387,0.00014559955161530524,9.430092904949561e-05,9.024016617331654e-05,0.0031560275238007307
34896_0054_A_485	0.254753053188324,0.017214758321642876,0.0005818672361783683,2.9506683858926408e-05,0.0008148688939400017,0.0011493724305182695
34896_0054_A_487	0.0016740788705646992,0.00041343990596942604,0.0004244100709911436,4.8826233978616074e-05,0.0008215808775275946,0.07703749090433121
34896_0054_A_488	0.0217902734875679,0.005775504745543003,0.015196488238871098,0.0001899897470138967,0.0003630384453572333,0.0007552844472229481
34896_0055_A_489	0.02635231800377369,0.0012532685650512576,0.0018347891746088862,0.00042504307930357754,0.0010736401891335845,0.023270010948181152
34896_0055_A_490	0.021348251029849052,0.000989013584330678,0.0017419937066733837,0.0003157291212119162,0.0009082185570150614,0.01944468915462494
34896_0055_A_491	0.00031189946457743645,8.035932842176408e-05,0.0016231865156441927,0.0001350370584987104,0.0007395921275019646,0.00209549767896533
34896_0056_A_492	0.0009137509623542428,0.006584672257304192,0.023927634581923485,0.0002599910949356854,0.0026489179581403732,0.0014165296452119946
34896_0056_A_493	0.0012213627342134714,0.01029643788933754,0.03479420393705368,0.00032299841404892504,0.0025265372823923826,0.0012870571808889508
34896_0058_A_495	0.0001406928349751979,7.342295430134982e-05,0.00015526579227298498,0.00011544491280801594,0.0009451701189391315,0.0009224198292940855
34896_0058_A_496	0.00018727270071394742,8.082584827207029e-05,0.00018447358161211014,0.00014716426085215062,0.0005366799887269735,0.0006250535952858627
34896_0058_A_497	0.00012597237946465611,0.00022612337488681078,0.0012121882755309343,7.926325633889064e-05,0.0005303046782501042,0.0010969325667247176
34896_0058_A_498	6.192398723214865e-05,0.0001403124479111284,0.0012024079915136099,8.190126391127706e-05,0.0003193018492311239,0.0006376409437507391
34896_0058_A_499	0.000185999961104244,0.00012787128798663616,0.0004565855488181114,5.36739535164088e-05,0.0016003965865820646,0.0008408133289776742
34896_0059_A_500	0.00039207417285069823,0.00041106867138296366,0.00022697955137118697,0.0002266875235363841,0.0007701985887251794,7.665793236810714e-05
34896_0059_A_501	0.014156626537442207,0.0019722755532711744,0.0033601364120841026,0.00014566733443643898,0.001359716639854014,0.02988099865615368
34896_0059_A_502	0.0006554151186719537,0.006534166634082794,0.40515077114105225,0.0016635262873023748,0.03632775694131851,0.013910839334130287
34896_0059_A_503	0.0006741805118508637,0.00690739881247282,0.3341909646987915,0.001693956321105361,0.03974509984254837,0.01512233167886734
34896_0059_A_504	0.0006327637238427997,0.007273410446941853,0.3435247838497162,0.0026536877267062664,0.04109757021069527,0.048233166337013245
34896_0059_A_505	0.0037994016893208027,0.0020558899268507957,0.007499787490814924,0.0008129134075716138,0.020700905472040176,0.2744334936141968
34896_0059_A_506	0.00029329105746001005,0.00025669639580883086,0.003611512016505003,0.000154098539496772,0.0032214957755059004,0.10157425701618195
34896_0059_A_507	0.00027795034111477435,0.00021094296243973076,0.00428437814116478,0.0001413806458003819,0.003536949399858713,0.12347850948572159
34896_0060_A_508	0.0001746747875586152,0.000624919543042779,0.0075345225632190704,9.932382090482861e-05,0.0017681464087218046,0.0008948338218033314
34896_0061_A_509	0.0017606830224394798,0.005778804421424866,0.0022657602094113827,0.0010202574776485562,0.013403397053480148,0.010357514023780823
34896_0062_A_510	3.777823076234199e-05,8.474908827338368e-05,0.03389161452651024,0.0005979699781164527,0.0016645848518237472,0.0027144430205225945
34896_0062_A_513	0.008554124273359776,0.0004821999464184046,0.0013578649377450347,0.0005279274191707373,0.0063760788179934025,0.06777060031890869
34896_0063_A_514	0.0002620008308440447,0.00010704650776460767,0.0004254424711689353,0.00016381203022319824,0.0028300327248871326,0.007883776910603046
34896_0064_A_515	0.0007324616890400648,0.0005138118867762387,0.007013100665062666,0.00027193507412448525,0.00019986252300441265,0.0005226936773397028
34896_0064_A_516	0.0020902841351926327,0.0014522550627589226,0.0009831568459048867,3.921649476978928e-05,0.0014989158371463418,0.006634403020143509
34896_0064_A_517	0.002185100456699729,0.001471242168918252,0.0010548329446464777,4.1058552596950904e-05,0.0016147247515618801,0.007231611758470535
34896_0064_A_518	0.0010975231416523457,0.001633375184610486,0.0008754997397772968,3.3072712540160865e-05,0.0012417479883879423,0.0039150407537817955
34896_0065_A_520	0.020669128745794296,0.003372850362211466,0.0015576526056975126,0.0024453196674585342,0.006031735800206661,0.0193202942609787
34896_0065_A_521	0.014490485191345215,0.0028268066234886646,0.0028495590668171644,0.0018698344938457012,0.009304329752922058,0.025416165590286255
34896_0066_A_522	0.0009527515503577888,0.0010725271422415972,0.0033260462805628777,0.00029878722853027284,0.0015600798651576042,0.0009722354589030147
34896_0066_A_523	0.0007837555604055524,0.0008385524852201343,0.0057993181981146336,0.00016360766312573105,0.0010123348329216242,0.0007126762066036463
34896_0066_A_524	0.0002940911799669266,0.00019031106785405427,0.05528389662504196,0.0070445481687784195,0.03940458968281746,0.21332719922065735
34896_0066_A_527	0.0010897734900936484,0.001044951262883842,0.0008262745104730129,0.00013109830615576357,4.249008998158388e-05,0.00036790975718759
34896_0066_A_530	0.0002683001512195915,0.0284076277166605,0.0014775600284337997,0.0017283891793340445,0.00012168935791123658,0.001023248303681612
34896_0066_A_531	0.000231800542678684,0.027864765375852585,0.0015795050421729684,0.00167612184304744,0.00016604980919510126,0.0012561510084196925
34896_0066_A_532	0.0003242627717554569,0.0008063290733844042,0.0002572575758676976,0.00016523347585462034,0.005792474839836359,0.003785613924264908
34896_0067_A_533	0.00016720387793611735,0.00027010170742869377,0.001414296100847423,0.00015943704056553543,0.0007145287818275392,0.0003040423325728625
34896_0068_A_534	0.002573426114395261,0.0011490025790408254,0.0027762511745095253,0.0004014181613456458,0.0009186924435198307,0.0013626652071252465
34896_0068_A_535	0.0024708702694624662,0.0012388015165925026,0.0005491736810654402,0.00046944961650297046,0.0006429401109926403,3.4879325539804995e-05
34896_0068_A_536	0.001064420212060213,0.0003713468904606998,0.0004050721472594887,0.00014841393567621708,0.0007945704273879528,0.0001460994390072301
34896_0068_A_537	0.0007103370735421777,0.0002253630373161286,0.0013811143580824137,8.088970207609236e-05,0.0003457140119280666,0.00022269926557783037
34896_0068_A_539	0.0007975874468684196,0.0006417635595425963,0.0006023671594448388,8.515927765984088e-05,0.013761183246970177,0.0003533948038239032
34896_0068_A_540	0.001968350959941745,0.011465649120509624,0.14814302325248718,0.0013621425023302436,0.004562700632959604,0.0025046539958566427
34896_0068_A_541	0.001968350959941745,0.011465649120509624,0.14814302325248718,0.0013621425023302436,0.004562700632959604,0.0025046539958566427
34896_0068_A_542	0.00037418195279315114,0.00018537399591878057,0.050444863736629486,0.00018579662719275802,0.003136493731290102,0.005085695069283247
34896_0068_A_544	8.979247650131583e-05,0.00038923750980757177,0.02054903842508793,0.00011529034964041784,0.013156475499272346,0.0003492884570732713
34896_0068_A_546	0.0007035676972009242,0.0005756228347308934,0.00027160567697137594,0.0005178233259357512,0.03930232301354408,0.005232927389442921
34896_0068_A_547	0.00020793202565982938,0.0001828008535085246,0.23147602379322052,0.010314522311091423,0.017211420461535454,0.016360148787498474
34896_0068_A_549	0.00017265438509639353,0.003381280228495598,0.018381092697381973,0.0030775703489780426,0.07068949192762375,0.00039776298217475414
34896_0068_A_551	0.001121364999562502,0.0023426346015185118,0.03853611648082733,0.5524686574935913,0.2516075372695923,0.04282522574067116
34896_0068_A_552	0.0011638676514849067,0.00035463948734104633,0.0007466354873031378,0.0013460105983540416,0.05782778561115265,0.1709612011909485
34896_0069_A_554	0.0010235668160021305,0.002515793079510331,0.01718316227197647,0.0017375960014760494,0.08945870399475098,0.2424098551273346
34896_0069_A_555	0.00015110592357814312,0.001476537436246872,0.004159278701990843,0.007895393297076225,0.04013654589653015,0.0029703592881560326
34896_0069_A_556	0.00045216636499390006,0.00016883094212971628,0.0007495934260077775,0.000244723167270422,0.0001736979029374197,0.00018757313955575228
34896_0069_A_558	0.004751077853143215,0.015564833767712116,0.0004423813661560416,0.0014329098630696535,0.030647652223706245,0.0020524964202195406
34896_0069_A_561	8.723860082682222e-05,0.00030005292501300573,0.00012748409062623978,0.0001402268244419247,0.00315862032584846,0.0002666364598553628
34896_0070_A_562	0.001673589227721095,0.0004538881767075509,0.0253685861825943,0.0005559315904974937,0.0021892485674470663,0.002116050338372588
34896_0070_A_563	0.001712343655526638,0.0018494148971512914,0.0009395461529493332,6.133747956482694e-05,0.0023277518339455128,0.0003463663742877543
34896_0071_A_564	0.004618850536644459,0.0004783886834047735,0.0013579258229583502,0.00013219226093497127,7.270472997333854e-05,0.0025199868250638247
34896_0072_A_565	0.0035194598603993654,0.04062291979789734,0.14165794849395752,0.0018412114586681128,0.6670323014259338,0.02533567138016224
34896_0072_A_566	0.0015795357758179307,0.01239757053554058,0.04169606417417526,0.0004900767235085368,0.24621111154556274,0.006285154260694981
34896_0073_A_567	0.0010212801862508059,0.0017612159717828035,0.0009341014665551484,7.380400347756222e-05,0.0003100162139162421,0.0003242797974962741
34896_0073_A_568	0.0009328972664661705,0.0013029882684350014,0.0005293756257742643,7.007712702034041e-05,0.0003240516234654933,0.00030142112518660724
34896_0073_A_569	0.0011692033149302006,0.020312407985329628,0.32974767684936523,0.007916411384940147,0.028561575338244438,0.017949411645531654
34896_0073_A_570	0.0006577871972694993,0.014754196628928185,0.24988126754760742,0.005146609153598547,0.01266800332814455,0.010723467916250229
34896_0073_A_571	0.0004408418317325413,0.00028757110703736544,0.0033194641582667828,0.00046618966734968126,0.001773305470123887,0.00014617678243666887
34896_0073_A_572	0.0032997215166687965,0.00017151697829831392,0.00021006092720199376,0.0006595575832761824,6.92911708028987e-05,0.0005813881289213896
34896_0073_A_573	0.0006027785129845142,6.920598389115185e-05,0.00029549840837717056,0.00014782165817450732,5.435881030280143e-05,0.00028065979131497443
34896_0073_A_574	0.0002970120694953948,0.00012615691230166703,0.0007211313350126147,8.601348963566124e-05,6.30404829280451e-05,0.005405041389167309
34896_0073_A_575	0.0021266122348606586,0.0006568889948539436,0.011867489665746689,0.0013277889229357243,0.0019550416618585587,0.01860692724585533
34896_0073_A_576	0.0006610919372178614,0.0018930933438241482,0.006406724452972412,0.00016493641305714846,0.0002489078033249825,0.004316306672990322
34896_0073_A_577	0.0006001084693707526,0.0023597204126417637,0.005551645066589117,0.00012905347102787346,0.00023499455710407346,0.0037740450352430344
34896_0073_A_578	0.00016081590729299933,0.0009480552980676293,0.017864838242530823,0.0011350330896675587,0.001091842888854444,0.0540679395198822
34896_0073_A_580	0.0005277402233332396,0.0001565376587677747,0.001715423772111535,0.0001857472088886425,0.02415814809501171,0.0005050443578511477
34896_0073_A_581	0.00017522467533126473,0.00012286110722925514,0.002013883553445339,9.508212679065764e-05,0.004346390254795551,0.0005487026064656675
34896_0073_A_582	4.820312460651621e-05,0.0002579810388851911,0.00689641572535038,4.540905138128437e-05,0.0011216086568310857,0.0011362765217199922
34896_0073_A_583	0.005634070374071598,0.0002910718321800232,0.0005104955052956939,0.0001783321931725368,0.00037236526259221137,0.0009316466748714447
34896_0073_A_584	0.004740278236567974,0.00024426454911008477,0.00045700365444645286,0.0001455685996916145,0.0003769125323742628,0.0011197695275768638
34896_0073_A_585	0.0029248723294585943,0.00011343677033437416,0.00012896968109998852,0.008078837767243385,0.0029185921885073185,0.0019041865598410368
34896_0073_A_586	0.00014898127119522542,6.74434268148616e-05,0.0004749860963784158,0.00027875835075974464,7.369394006673247e-05,0.0004009166732430458
34896_0073_A_587	9.407404286321253e-05,8.806972618913278e-05,0.0008365018875338137,0.00027236927417106926,9.272377064917237e-05,0.0003224789397791028
34896_0073_A_588	7.848258246667683e-05,8.14103550510481e-05,0.0007568581495434046,0.0002512423961888999,9.570454130880535e-05,0.0004400627803988755
34896_0073_A_589	0.0008117299294099212,0.0001399974134983495,0.0001563069090479985,0.0013729884522035718,0.00014065862342249602,0.0010713187512010336
34896_0073_A_590	0.0007346339989453554,0.00013934611342847347,0.00016885928926058114,0.001593662891536951,0.00014334986917674541,0.001049199141561985
34896_0074_A_591	0.0016782216262072325,0.0030589993111789227,9.052881796378642e-05,0.00021418840333353728,0.0020081191323697567,0.0002136826515197754
34896_0074_A_592	0.0009249268332496285,0.0036591985262930393,9.936816059052944e-05,0.00017858116189017892,0.0018875965615734458,0.0002219595480710268
34896_0074_A_593	0.0001937728957273066,0.0004961534286849201,0.000704485340975225,0.00025393549003638327,0.0012960090534761548,0.0003700559609569609
34896_0074_A_594	0.00015157656162045896,0.0007634556386619806,0.0006981257465668023,0.0002648102235980332,0.0014620877336710691,0.0004946875851601362
34896_0075_A_595	0.003963001072406769,0.000576736987568438,0.0021340439561754465,0.0018715085461735725,0.001019054907374084,0.0022117882035672665
34896_0075_A_596	0.0031821513548493385,0.0006823943695053458,0.002191211562603712,0.0017388310516253114,0.0010169828310608864,0.0025349678471684456
34896_0076_A_597	0.0002923996653407812,0.0005854232585988939,0.000817801512312144,0.00014441269740927964,0.0004432224086485803,0.00016666532610543072
34896_0076_A_598	0.0002772010047920048,0.0006637288024649024,0.0007090838043950498,0.00013340127770788968,0.000431173131801188,0.00019982384401373565
34896_0077_A_600	0.0005490265320986509,0.0005768227856606245,0.0005286144441924989,0.00037977774627506733,0.00022672841441817582,0.00011597003322094679
34896_0077_A_601	0.0002815315092448145,0.0003545082872733474,0.00034257356310263276,0.00039366178680211306,0.0001624035940039903,9.669274732004851e-05
34896_0077_A_602	0.0003645262331701815,0.001275163609534502,0.004272468853741884,0.0018807296874001622,0.0007769004441797733,0.0010394318960607052
34896_0077_A_603	0.0003055414417758584,0.00020063325064256787,0.004409455694258213,0.0004052564036101103,0.00048161219456233084,0.04654165357351303
34896_0077_A_604	0.0003127434174530208,0.0008250008104369044,0.008679934777319431,0.0025830513332039118,0.00022727387840859592,0.001779582817107439
34896_0077_A_605	0.0004554832703433931,0.0009313456248492002,0.005361027084290981,0.0014369147829711437,0.00018597050802782178,0.0024124886840581894
34896_0077_A_606	0.0024559739977121353,0.0006540935137309134,0.000228530028834939,0.00021088504581712186,0.008893482387065887,0.9063727855682373
34896_0077_A_607	0.0006906266789883375,0.0001682853908278048,0.001272181048989296,0.0001256225659744814,0.0002837225911207497,0.0002896843070629984
34896_0077_A_610	0.00012734861229546368,0.00016982742818072438,0.0008947204332798719,7.669244223507121e-05,0.00035575919901020825,0.0017069720197468996
34896_0077_A_611	0.00011604681640164927,0.00017018732614815235,0.0008006900316104293,6.788155587855726e-05,0.00035160963307134807,0.0017534918151795864
34896_0077_A_612	0.002147358376532793,5.55012738914229e-05,0.00019187768339179456,0.0003644706157501787,0.00013810783275403082,0.0005262633203528821
34896_0073_A_579	0.0004414088325574994,0.00013362804020289332,0.001522217527963221,6.325505091808736e-05,0.0012515619164332747,0.00020351230341475457
34896_0077_A_608	0.02764158695936203,0.04801923781633377,0.00118215661495924,7.270826608873904e-05,0.00023426965344697237,0.006322931963950396
